CD_MAKE_VEH,CD_MODEL_VEH,CD_CLR_BDY_VEH_P,NB_YEAR_MFC_VEH,TOTAL
H DAV ,TOURIN,RED,2023,1
HAMM  ,HD10  ,OGE,2023,1
HAMM  ,HD10C ,OGE,2023,1
HAMM  ,HD10CV,OGE,2023,1
HAMM  ,HD12VV,OGE,2023,1
HAMM  ,ROAD  ,OGE,2022,1
HANDYM,HM16  ,YLW,2023,1
HANGCH,CPCD18,RED,2023,1
HANGCH,CPD20 ,GRN,2023,1
HANGCH,CPD35 ,GRN,2023,1
HANGCH,XTD70 ,RED,2022,1
HAVAL ,      ,BLU,2023,1
HAVAL ,CANNON,SIL,2023,1
HAVAL ,CANNON,WHI,2023,1
HAVAL ,GT    ,BLK,2022,1
HAVAL ,H6    ,BLK,2022,1
HAVAL ,H6    ,BLK,2023,73
HAVAL ,H6    ,BLU,2022,1
HAVAL ,H6    ,BLU,2023,18
HAVAL ,H6    ,GRN,2022,1
HAVAL ,H6    ,GRN,2023,10
HAVAL ,H6    ,GRY,2022,2
HAVAL ,H6    ,GRY,2023,54
HAVAL ,H6    ,MRN,2023,2
HAVAL ,H6    ,RED,2022,1
HAVAL ,H6    ,RED,2023,16
HAVAL ,H6    ,SIL,2023,1
HAVAL ,H6    ,WHI,2023,76
HAVAL ,H6 G T,BLU,2023,1
HAVAL ,H6 GT ,BLK,2023,12
HAVAL ,H6 GT ,BLU,2023,1
HAVAL ,H6 GT ,GRY,2023,5
HAVAL ,H6 GT ,MRN,2023,1
HAVAL ,H6 GT ,RED,2023,3
HAVAL ,H6 GT ,WHI,2023,1
HAVAL ,H6 HYB,BLK,2023,1
HAVAL ,H6 HYB,BLU,2022,1
HAVAL ,H6 HYB,GRN,2023,2
HAVAL ,H6 HYB,MRN,2022,2
HAVAL ,H6 HYB,RED,2023,1
HAVAL ,H6 HYB,WHI,2023,6
HAVAL ,H6 LUX,BLK,2023,1
HAVAL ,H6 LUX,BLU,2023,1
HAVAL ,H6 LUX,GRY,2023,2
HAVAL ,H6 PRE,WHI,2023,1
HAVAL ,H6 ULT,BLK,2023,1
HAVAL ,H6 ULT,BLU,2023,1
HAVAL ,H6 ULT,GRY,2023,1
HAVAL ,H6 ULT,WHI,2023,1
HAVAL ,H6GT  ,BLK,2023,7
HAVAL ,H6GT  ,BLU,2023,3
HAVAL ,H6GT  ,GRY,2023,2
HAVAL ,H6GT  ,WHI,2023,6
HAVAL ,H6ULTR,WHI,2023,1
HAVAL ,I30   ,WHI,2023,1
HAVAL ,JOLION,BLK,2023,37
HAVAL ,JOLION,BLU,2022,1
HAVAL ,JOLION,BLU,2023,36
HAVAL ,JOLION,GRN,2023,6
HAVAL ,JOLION,GRY,2023,71
HAVAL ,JOLION,RED,2023,19
HAVAL ,JOLION,SIL,2023,1
HAVAL ,JOLION,WHI,2023,109
HAVAL ,ORA   ,BLK,2023,1
HAVAL ,ORA   ,BLU,2023,1
HAVAL ,ORA 63,BLU,2023,1
HAVAL ,TANK 3,OGE,2023,1
HAVAL ,TANK30,WHI,2023,1
HINO  ,300   ,WHI,2022,2
HINO  ,300   ,WHI,2023,15
HINO  ,300 61,WHI,2023,9
HINO  ,300 71,WHI,2023,1
HINO  ,300 81,WHI,2023,1
HINO  ,300 91,BLK,2023,2
HINO  ,300 91,WHI,2022,1
HINO  ,300 91,WHI,2023,1
HINO  ,300 91,YLW,2023,1
HINO  ,300616,WHI,2023,1
HINO  ,300S  ,WHI,2023,1
HINO  ,500   ,WHI,2022,1
HINO  ,500   ,WHI,2023,14
HINO  ,500 FE,WHI,2023,1
HINO  ,500 FG,WHI,2023,1
HINO  ,500FD ,WHI,2023,2
HINO  ,500FE ,WHI,2023,4
HINO  ,500FG ,WHI,2023,1
HINO  ,616   ,WHI,2023,2
HINO  ,617 MA,WHI,2023,1
HINO  ,700   ,WHI,2022,1
HINO  ,700 SS,WHI,2023,1
HINO  ,816   ,WHI,2023,1
HINO  ,FC1124,WHI,2023,2
HINO  ,FD2A  ,WHI,2022,1
HINO  ,FE    ,WHI,2023,2
HINO  ,FL 262,WHI,2022,1
HINO  ,FL500 ,WHI,2023,1
HINO  ,FY 324,WHI,2022,1
HINO  ,GH 182,WHI,2022,1
HINO  ,XZU605,WHI,2023,1
HITACH,170W/5,OGE,2022,1
HOLAND,T6020 ,BLU,2023,1
HOLDEN,CORVET,RED,2023,1
HOLDEN,SILVER,BLK,2023,2
HONDA ,ACCORD,BLK,2023,2
HONDA ,ACCORD,GRY,2023,1
HONDA ,ACCORD,SIL,2022,1
HONDA ,ACCORD,SIL,2023,1
HONDA ,ACCORD,WHI,2023,2
HONDA ,CB125F,RED,2023,2
HONDA ,CB300N,BLU,2023,3
HONDA ,CB300N,RED,2023,3
HONDA ,CB300R,BLK,2023,3
HONDA ,CB300R,RED,2023,1
HONDA ,CB500 ,BLK,2023,1
HONDA ,CB500 ,YLW,2023,1
HONDA ,CB500R,RED,2023,1
HONDA ,CB500R,SIL,2023,1
HONDA ,CB500X,BLK,2023,6
HONDA ,CB500X,GRN,2023,1
HONDA ,CB500X,RED,2023,4
HONDA ,CB650R,BLK,2023,12
HONDA ,CB750 ,BLK,2023,1
HONDA ,CB750A,WHI,2023,1
HONDA ,CBF125,WHI,2022,2
HONDA ,CBF125,WHI,2023,1
HONDA ,CBR100,RED,2023,1
HONDA ,CBR100,WHI,2023,1
HONDA ,CBR50R,RED,2023,2
HONDA ,CBR50R,SIL,2023,1
HONDA ,CBR650,BLK,2023,5
HONDA ,CBR650,RED,2022,1
HONDA ,CBR650,RED,2023,10
HONDA ,CIVIC ,BLK,2023,3
HONDA ,CIVIC ,BLU,2023,3
HONDA ,CIVIC ,WHI,2023,17
HONDA ,CL500 ,BLU,2023,3
HONDA ,CL500 ,GRN,2023,3
HONDA ,CL500 ,OGE,2023,1
HONDA ,CL500L,BLK,2023,1
HONDA ,CMX500,BLK,2023,1
HONDA ,CMX500,BRZ,2023,1
HONDA ,CMX500,GRY,2023,1
HONDA ,CMX500,RED,2023,1
HONDA ,CMX500,SIL,2023,1
HONDA ,CRF110,WHI,2022,1
HONDA ,CRF110,WHI,2023,2
HONDA ,CRF300,RED,2022,3
HONDA ,CRF300,RED,2023,39
HONDA ,CRV   ,BLK,2023,10
HONDA ,CRV   ,BLU,2022,1
HONDA ,CRV   ,GRY,2022,1
HONDA ,CRV   ,GRY,2023,22
HONDA ,CRV   ,RED,2023,23
HONDA ,CRV   ,SIL,2022,1
HONDA ,CRV   ,SIL,2023,22
HONDA ,CRV   ,WHI,2023,34
HONDA ,CRV BL,BLK,2023,3
HONDA ,CRV BL,WHI,2023,2
HONDA ,CRV VI,GRY,2023,1
HONDA ,CRV VT,BLK,2023,2
HONDA ,CRV VT,GRY,2023,19
HONDA ,CRV VT,RED,2023,3
HONDA ,CRV VT,SIL,2023,13
HONDA ,CRV VT,WHI,2023,23
HONDA ,DIO 11,WHI,2023,1
HONDA ,GL1800,BLK,2023,1
HONDA ,HONDA ,BLU,2023,2
HONDA ,HONDA ,GRY,2023,1
HONDA ,HONDA ,WHI,2023,2
HONDA ,HONDAZ,BLU,2023,1
HONDA ,HONDAZ,GRY,2023,4
HONDA ,HONDAZ,RED,2023,4
HONDA ,HONDAZ,WHI,2023,9
HONDA ,HRV   ,BLK,2023,2
HONDA ,HRV   ,GRY,2023,3
HONDA ,HRV   ,RED,2023,1
HONDA ,HRV   ,SIL,2023,1
HONDA ,HRV   ,WHI,2023,14
HONDA ,HRV E ,WHI,2023,1
HONDA ,HRV EH,BLK,2023,2
HONDA ,HRV EH,GRY,2023,1
HONDA ,HRV EH,WHI,2023,2
HONDA ,HRV VI,BLK,2023,2
HONDA ,HRV VI,GRY,2023,1
HONDA ,HRV VI,RED,2023,2
HONDA ,HRV VI,WHI,2023,5
HONDA ,MW110 ,WHI,2023,6
HONDA ,NSC110,BLU,2022,1
HONDA ,NSC110,BLU,2023,2
HONDA ,NSC110,RED,2023,5
HONDA ,NSC110,WHI,2023,16
HONDA ,NSR250,RED,2022,1
HONDA ,NSS350,BLK,2023,1
HONDA ,NSS350,GRY,2023,1
HONDA ,NT1100,BLK,2023,1
HONDA ,NT1100,SIL,2022,1
HONDA ,PCX   ,BLU,2023,1
HONDA ,PCX   ,WHI,2023,1
HONDA ,PCX125,GRY,2023,4
HONDA ,PCX125,WHI,2023,3
HONDA ,PXC125,WHI,2023,1
HONDA ,SXS 10,BLK,2023,1
HONDA ,SXS100,RED,2023,1
HONDA ,TRX500,WHI,2023,1
HONDA ,TRX520,RED,2023,1
HONDA ,WW125 ,GRY,2023,1
HONDA ,XL750 ,BLK,2023,4
HONDA ,XL750 ,GRY,2023,2
HONDA ,XL750 ,WHI,2023,3
HONDA ,XL750P,GRY,2023,1
HONDA ,XR190C,RED,2023,1
HONDA ,ZRV   ,BLU,2023,3
HONDA ,ZRV   ,GRY,2023,9
HONDA ,ZRV   ,MRN,2023,2
HONDA ,ZRV   ,RED,2023,3
HONDA ,ZRV   ,WHI,2023,17
HONDA ,ZRV V ,BLU,2023,1
HONDA ,ZRV V ,GRY,2023,2
HONDA ,ZRV V ,MRN,2023,1
HONDA ,ZRV V ,WHI,2023,4
HONDA ,ZRV VT,BLK,2023,1
HONDA ,ZRV VT,BLU,2023,5
HONDA ,ZRV VT,GRY,2023,5
HONDA ,ZRV VT,MRN,2023,1
HONDA ,ZRV VT,RED,2023,2
HONDA ,ZRV VT,WHI,2023,5
HSQVRN,701 EN,WHI,2022,2
HSQVRN,701 EN,WHI,2023,1
HSQVRN,FE 250,WHI,2023,1
HSQVRN,FE250 ,WHI,2022,1
HSQVRN,FE350 ,WHI,2022,8
HSQVRN,FE450 ,GRY,2023,1
HSQVRN,FE450 ,WHI,2022,4
HSQVRN,FE501 ,WHI,2022,5
HSQVRN,FE501 ,WHI,2023,1
HSQVRN,NORDEN,BLU,2023,7
HSQVRN,SVARTP,BLK,2022,1
HSQVRN,SVARTP,GRY,2023,1
HSQVRN,TE150 ,WHI,2022,1
HSQVRN,TE250 ,WHI,2022,3
HSQVRN,TE300 ,BLU,2022,1
HSQVRN,TE300 ,WHI,2022,6
HSQVRN,TE300 ,WHI,2023,1
HSQVRN,TE300I,WHI,2022,1
HSQVRN,TX300 ,WHI,2023,2
HYNDAI,130   ,WHI,2023,1
HYNDAI,HL970T,OGE,2023,1
HYNDAI,HX235L,YLW,2023,1
HYNDAI,I20   ,SIL,2023,7
HYNDAI,I20   ,WHI,2023,1
HYNDAI,I30   ,BLK,2023,34
HYNDAI,I30   ,BLU,2023,31
HYNDAI,I30   ,GRY,2023,196
HYNDAI,I30   ,RED,2023,7
HYNDAI,I30   ,SIL,2023,8
HYNDAI,I30   ,TAN,2023,1
HYNDAI,I30   ,WHI,2023,200
HYNDAI,I30 HA,WHI,2023,1
HYNDAI,I30 N ,BLK,2023,1
HYNDAI,I30 N ,BLU,2023,4
HYNDAI,I30 N ,GRY,2023,1
HYNDAI,I30 N ,WHI,2023,3
HYNDAI,I30 NL,GRY,2023,1
HYNDAI,I30 SE,GRY,2023,1
HYNDAI,I30N  ,WHI,2023,1
HYNDAI,IONIQ ,BLU,2023,3
HYNDAI,IONIQ ,GRN,2023,2
HYNDAI,IONIQ ,GRY,2023,3
HYNDAI,IONIQ ,WHI,2023,1
HYNDAI,IONIQ5,BLK,2023,1
HYNDAI,IONIQ5,BLU,2023,1
HYNDAI,IONIQ5,GLD,2023,1
HYNDAI,IONIQ5,GRN,2023,1
HYNDAI,IONIQ5,WHI,2023,2
HYNDAI,IONIQ6,BLU,2023,1
HYNDAI,IONIQ6,RED,2023,1
HYNDAI,IONIQ6,WHI,2023,1
HYNDAI,KONA  ,BLK,2023,11
HYNDAI,KONA  ,BLU,2022,1
HYNDAI,KONA  ,BLU,2023,7
HYNDAI,KONA  ,GLD,2023,3
HYNDAI,KONA  ,GRN,2023,7
HYNDAI,KONA  ,GRY,2023,43
HYNDAI,KONA  ,RED,2023,35
HYNDAI,KONA  ,WHI,2023,108
HYNDAI,KONA  ,YLW,2023,3
HYNDAI,KONA E,WHI,2023,1
HYNDAI,KONA H,BLU,2022,1
HYNDAI,KONA N,BLU,2023,1
HYNDAI,KONA N,GRY,2023,2
HYNDAI,KONA N,WHI,2023,3
HYNDAI,KONA P,WHI,2023,3
HYNDAI,KONA S,GRY,2023,1
HYNDAI,KONA S,WHI,2023,1
HYNDAI,PALISA,BLK,2023,10
HYNDAI,PALISA,BLU,2023,12
HYNDAI,PALISA,GRN,2023,1
HYNDAI,PALISA,GRY,2023,10
HYNDAI,PALISA,MRN,2023,1
HYNDAI,PALISA,RED,2023,1
HYNDAI,PALISA,SIL,2023,2
HYNDAI,PALISA,WHI,2023,19
HYNDAI,SANTA ,BLK,2022,1
HYNDAI,SANTA ,BLK,2023,19
HYNDAI,SANTA ,BLU,2023,3
HYNDAI,SANTA ,GRY,2023,54
HYNDAI,SANTA ,SIL,2023,24
HYNDAI,SANTA ,WHI,2023,131
HYNDAI,SONATA,GRY,2023,1
HYNDAI,SRULWV,WHI,2023,1
HYNDAI,STARIA,BLU,2023,3
HYNDAI,STARIA,GRY,2023,3
HYNDAI,STARIA,SIL,2023,4
HYNDAI,STARIA,WHI,2023,47
HYNDAI,TUCSON,BLK,2023,46
HYNDAI,TUCSON,BLU,2023,9
HYNDAI,TUCSON,BRN,2023,1
HYNDAI,TUCSON,BRZ,2023,8
HYNDAI,TUCSON,GRY,2023,129
HYNDAI,TUCSON,RED,2023,31
HYNDAI,TUCSON,SIL,2022,1
HYNDAI,TUCSON,SIL,2023,15
HYNDAI,TUCSON,WHI,2023,175
HYNDAI,TUSCON,GRY,2023,3
HYNDAI,VENUE ,BLK,2023,4
HYNDAI,VENUE ,BLU,2023,37
HYNDAI,VENUE ,GRY,2023,25
HYNDAI,VENUE ,RED,2023,10
HYNDAI,VENUE ,SIL,2023,16
HYNDAI,VENUE ,WHI,2023,76
HYNDAI,WAGON ,GRY,2023,1
HYSTER,J1.8F ,YLW,2022,1
INDCON,KZERO ,SIL,2023,1
INDIAN,BOBBER,BLK,2022,1
INDIAN,BOBBER,OGE,2022,1
INDIAN,CHIEF ,BLK,2023,3
INDIAN,CHIEF ,GRY,2023,1
INDIAN,FTR 12,WHI,2022,1
INDIAN,FTR R ,BLK,2023,1
INDIAN,FTR S ,WHI,2022,1
INDIAN,FTR120,MRN,2022,1
INDIAN,PURSUI,BLK,2023,1
INDIAN,PURSUI,GRY,2023,1
INDIAN,PURSUI,RED,2023,2
INDIAN,ROGUE ,BLK,2022,1
INDIAN,SCOUT ,BLK,2022,2
INDIAN,SCOUT ,BLK,2023,5
INDIAN,SCOUT ,GRN,2023,1
INDIAN,SCOUT ,GRY,2023,2
INDIAN,SCOUT ,MRN,2022,1
INDIAN,SCOUT ,SIL,2022,1
INDIAN,SPORT ,BLK,2023,1
INEOS ,GRANDI,GRY,2023,1
INEOS ,GRENAD,BEI,2023,1
INEOS ,GRENAD,BLK,2023,3
INEOS ,GRENAD,BLU,2023,1
INEOS ,GRENAD,CRM,2023,3
INEOS ,GRENAD,GRN,2023,2
INEOS ,GRENAD,GRY,2023,1
INEOS ,GRENAD,RED,2023,1
INEOS ,GRENAD,SIL,2023,5
INEOS ,GRENAD,WHI,2023,4
INEOS ,GRENDA,BEI,2023,1
ISEKI ,SF370 ,BLU,2023,5
ISUZU ,D MAX ,BLK,2023,2
ISUZU ,D MAX ,BLU,2023,1
ISUZU ,D MAX ,GRY,2023,7
ISUZU ,D MAX ,OGE,2023,1
ISUZU ,D MAX ,SIL,2023,8
ISUZU ,D MAX ,WHI,2023,37
ISUZU ,DAILY ,WHI,2022,1
ISUZU ,DELIVE,WHI,2023,1
ISUZU ,DMAX  ,BLK,2023,17
ISUZU ,DMAX  ,BLU,2023,13
ISUZU ,DMAX  ,GRY,2023,111
ISUZU ,DMAX  ,OGE,2023,30
ISUZU ,DMAX  ,RED,2023,7
ISUZU ,DMAX  ,SIL,2023,46
ISUZU ,DMAX  ,WHI,2022,1
ISUZU ,DMAX  ,WHI,2023,261
ISUZU ,DMAX  ,YLW,2023,1
ISUZU ,DMAX L,BLK,2023,2
ISUZU ,DMAX L,GRY,2023,1
ISUZU ,DMAX L,WHI,2023,5
ISUZU ,DMAX S,BLU,2023,1
ISUZU ,DMAX S,GRY,2023,2
ISUZU ,DMAX S,SIL,2023,1
ISUZU ,DMAX S,WHI,2023,10
ISUZU ,DMAX X,BLK,2023,2
ISUZU ,DMAX X,BLU,2023,2
ISUZU ,DMAX X,GRY,2023,5
ISUZU ,DMAX X,OGE,2023,2
ISUZU ,DMAX X,RED,2023,2
ISUZU ,DMAX X,SIL,2023,2
ISUZU ,DMAX X,WHI,2023,5
ISUZU ,DMAZ  ,WHI,2023,1
ISUZU ,FRD   ,WHI,2023,2
ISUZU ,FRD 11,WHI,2022,1
ISUZU ,FRD 11,WHI,2023,2
ISUZU ,FRR   ,OGE,2023,2
ISUZU ,FRR   ,WHI,2022,4
ISUZU ,FRR   ,WHI,2023,9
ISUZU ,FRR 11,WHI,2022,1
ISUZU ,FRR 11,WHI,2023,8
ISUZU ,FRR110,WHI,2023,2
ISUZU ,FSD   ,WHI,2022,1
ISUZU ,FSD 14,WHI,2022,1
ISUZU ,FSR   ,WHI,2022,3
ISUZU ,FSR   ,WHI,2023,4
ISUZU ,FSR 12,WHI,2023,1
ISUZU ,FSR 14,WHI,2023,4
ISUZU ,FTR   ,WHI,2023,3
ISUZU ,FTR 15,WHI,2023,1
ISUZU ,FVD   ,WHI,2022,2
ISUZU ,FVD 16,WHI,2023,1
ISUZU ,FVL   ,WHI,2022,1
ISUZU ,FVL   ,WHI,2023,12
ISUZU ,FVL 24,WHI,2022,1
ISUZU ,FVL 24,WHI,2023,3
ISUZU ,FVL240,RED,2023,1
ISUZU ,FVR165,WHI,2023,1
ISUZU ,FVY 24,WHI,2023,1
ISUZU ,FVZ   ,WHI,2023,1
ISUZU ,FVZ 24,WHI,2023,1
ISUZU ,FXY   ,WHI,2023,1
ISUZU ,FXY 24,WHI,2023,1
ISUZU ,FYH   ,WHI,2022,1
ISUZU ,FYH   ,WHI,2023,2
ISUZU ,FYH300,WHI,2023,1
ISUZU ,FYJ   ,WHI,2022,1
ISUZU ,FYJ 30,WHI,2023,3
ISUZU ,FYJ300,WHI,2023,2
ISUZU ,MU X  ,BLK,2023,5
ISUZU ,MU X  ,BLU,2023,10
ISUZU ,MU X  ,GRY,2023,4
ISUZU ,MU X  ,RED,2023,3
ISUZU ,MU X  ,SIL,2023,14
ISUZU ,MU X  ,WHI,2023,27
ISUZU ,MUX   ,BLK,2023,27
ISUZU ,MUX   ,BLU,2023,39
ISUZU ,MUX   ,GRY,2023,49
ISUZU ,MUX   ,RED,2023,13
ISUZU ,MUX   ,SIL,2023,72
ISUZU ,MUX   ,WHI,2023,132
ISUZU ,MUX LS,BLK,2023,3
ISUZU ,MUX LS,BLU,2023,1
ISUZU ,MUX LS,GRY,2023,1
ISUZU ,MUX LS,RED,2023,2
ISUZU ,MUX LS,SIL,2023,7
ISUZU ,MUX LS,WHI,2023,7
ISUZU ,NLR   ,WHI,2023,8
ISUZU ,NLR 45,SIL,2023,1
ISUZU ,NLR 45,WHI,2023,5
ISUZU ,NLR45 ,WHI,2023,1
ISUZU ,NLS 45,WHI,2023,1
ISUZU ,NMR   ,WHI,2022,1
ISUZU ,NMR 45,WHI,2023,5
ISUZU ,NMR 60,WHI,2023,1
ISUZU ,NNR   ,BLU,2023,1
ISUZU ,NNR   ,WHI,2022,8
ISUZU ,NNR   ,WHI,2023,33
ISUZU ,NNR 45,BLU,2023,2
ISUZU ,NNR 45,WHI,2022,4
ISUZU ,NNR 45,WHI,2023,19
ISUZU ,NNR45 ,WHI,2022,1
ISUZU ,NPR   ,GRY,2023,1
ISUZU ,NPR   ,SIL,2023,1
ISUZU ,NPR   ,WHI,2022,2
ISUZU ,NPR   ,WHI,2023,10
ISUZU ,NPR 45,BEI,2023,1
ISUZU ,NPR 45,SIL,2023,2
ISUZU ,NPR 45,WHI,2023,5
ISUZU ,NPR 75,WHI,2022,1
ISUZU ,NPR 75,WHI,2023,3
ISUZU ,NPR75 ,WHI,2023,1
ISUZU ,NPS   ,WHI,2022,2
ISUZU ,NPS 75,WHI,2022,2
ISUZU ,NQR   ,GRN,2023,2
ISUZU ,NQR   ,WHI,2022,2
ISUZU ,NQR   ,WHI,2023,5
ISUZU ,NQR 80,WHI,2022,1
ISUZU ,NQR 87,WHI,2023,8
ISUZU ,OMODA ,SIL,2023,1
ISUZU ,SX CC ,WHI,2023,1
ISUZU ,WHITE ,WHI,2023,1
IVECO ,50 180,WHI,2023,1
IVECO ,ACCO  ,WHI,2022,1
IVECO ,C7544S,WHI,2023,1
IVECO ,DAILY ,GRY,2023,1
IVECO ,DAILY ,WHI,2022,10
IVECO ,DAILY ,WHI,2023,6
IVECO ,EURO  ,WHI,2022,1
IVECO ,EURO C,RED,2023,2
IVECO ,SUNLIN,WHI,2023,1
IVECO ,SWAY  ,WHI,2023,3
IVECO ,S-WAY ,WHI,2022,1
IVECO ,SWAY6W,WHI,2023,1
IVECO ,WINNEB,WHI,2022,3
IVECO ,XWAY  ,WHI,2022,1
J C B ,3CX PL,YLW,2023,1
J C B ,3CX PR,YLW,2023,1
J C B ,525 60,WHI,2023,1
J C B ,525 60,YLW,2023,1
J C B ,531 70,YLW,2023,4
J C B ,53270 ,YLW,2022,1
J C B ,53270 ,YLW,2023,1
J C B ,535 95,WHI,2023,1
J C B ,53595 ,YLW,2023,1
J C B ,54270 ,YLW,2023,2
J C B ,8330 F,YLW,2023,1
J C B ,S3170A,YLW,2023,1
J DEER,      ,GRN,2022,1
J DEER,3038E ,GRN,2022,1
J DEER,315SL ,YLW,2022,1
J DEER,412R  ,GRN,2023,1
J DEER,5065E ,GRN,2022,1
J DEER,5075E ,GRN,2023,3
J DEER,5075E ,GRY,2022,1
J DEER,5095M ,GRN,2022,3
J DEER,6100M ,GRN,2023,1
J DEER,6110M ,GRN,2022,3
J DEER,6110M ,GRN,2023,3
J DEER,6120M ,GRN,2022,2
J DEER,6120M ,GRN,2023,4
J DEER,6125M ,GRN,2023,1
J DEER,6140M ,GRN,2022,1
J DEER,6140M ,GRN,2023,1
J DEER,6155M ,GRN,2022,1
J DEER,6155MH,GRN,2022,1
J DEER,6175M ,GRN,2022,1
J DEER,6175M ,GRN,2023,1
J DEER,619M  ,GRN,2023,1
J DEER,624P  ,YLW,2022,3
J DEER,644K  ,YLW,2022,1
J DEER,672G  ,YLW,2023,1
J DEER,6L50R ,GRN,2023,1
J DEER,6M    ,GRN,2023,1
J DEER,6R185 ,GRN,2022,1
J DEER,7R230 ,GRN,2023,1
J DEER,8R280 ,GRN,2023,1
J DEER,8RX310,GRN,2023,1
J DEER,9R590 ,GRN,2023,1
J DEER,HPX615,GRN,2023,1
J DEER,S780  ,GRN,2023,1
J DEER,X9 100,GRN,2022,1
J DEER,X9 110,GRN,2022,1
J DEER,XUV835,GRN,2023,2
J DEER,XUV855,GRN,2023,1
J DEER,XUV865,GRN,2023,2
JAGUAR,EPACE ,WHI,2023,1
JAGUAR,F PACE,WHI,2023,1
JAGUAR,F TYPE,BLK,2023,1
JAGUAR,FPACE ,GRY,2023,1
JAGUAR,I PACE,BLK,2023,1
JAGUAR,XE    ,RED,2023,1
JEEP  ,COMPAS,BLK,2023,4
JEEP  ,COMPAS,BLU,2022,1
JEEP  ,COMPAS,BLU,2023,3
JEEP  ,COMPAS,GRN,2023,3
JEEP  ,COMPAS,GRY,2022,1
JEEP  ,COMPAS,GRY,2023,7
JEEP  ,COMPAS,RED,2023,1
JEEP  ,COMPAS,SIL,2023,2
JEEP  ,COMPAS,WHI,2023,8
JEEP  ,GLADIA,BLK,2022,6
JEEP  ,GLADIA,BLK,2023,2
JEEP  ,GLADIA,BLU,2022,1
JEEP  ,GLADIA,GRN,2022,2
JEEP  ,GLADIA,GRN,2023,1
JEEP  ,GLADIA,GRY,2022,6
JEEP  ,GLADIA,GRY,2023,3
JEEP  ,GLADIA,WHI,2022,6
JEEP  ,GRAND ,BLK,2023,9
JEEP  ,GRAND ,GRY,2023,5
JEEP  ,GRAND ,RED,2023,3
JEEP  ,GRAND ,SIL,2023,2
JEEP  ,GRAND ,WHI,2022,2
JEEP  ,GRAND ,WHI,2023,12
JEEP  ,WRANGL,BLK,2023,6
JEEP  ,WRANGL,BLU,2023,1
JEEP  ,WRANGL,GRN,2023,2
JEEP  ,WRANGL,GRY,2023,2
JEEP  ,WRANGL,OGE,2023,1
JEEP  ,WRANGL,PUR,2023,3
JEEP  ,WRANGL,RED,2023,2
JEEP  ,WRANGL,SIL,2023,1
JEEP  ,WRANGL,YLW,2022,1
K LONG,6911AY,WHI,2023,1
K T M ,1290 A,OGE,2023,1
K T M ,1290 S,BLK,2023,1
K T M ,1290 S,OGE,2022,1
K T M ,1290 S,SIL,2022,1
K T M ,1290 S,WHI,2023,1
K T M ,1290AD,OGE,2023,1
K T M ,1290SD,OGE,2022,2
K T M ,150EXC,OGE,2023,1
K T M ,150TPI,OGE,2022,1
K T M ,200 DU,OGE,2022,2
K T M ,200 DU,WHI,2022,1
K T M ,250 EX,OGE,2022,3
K T M ,250 EX,OGE,2023,1
K T M ,250EXC,OGE,2022,2
K T M ,300 EX,OGE,2022,3
K T M ,300 EX,OGE,2023,2
K T M ,300 XC,OGE,2023,1
K T M ,300EXC,OGE,2022,8
K T M ,300EXC,OGE,2023,4
K T M ,300EXC,WHI,2022,1
K T M ,350 EX,OGE,2022,1
K T M ,350EXC,OGE,2022,11
K T M ,350EXC,OGE,2023,1
K T M ,390 AD,BLK,2022,1
K T M ,390 AD,OGE,2023,2
K T M ,390 DU,OGE,2023,1
K T M ,390ADV,BLK,2023,2
K T M ,390ADV,OGE,2023,5
K T M ,450 EX,OGE,2022,1
K T M ,450 EX,OGE,2023,1
K T M ,450EXC,OGE,2022,2
K T M ,450EXC,OGE,2023,2
K T M ,450EXC,RED,2022,1
K T M ,450EXC,WHI,2022,2
K T M ,500 EX,OGE,2022,2
K T M ,500 EX,OGE,2023,1
K T M ,500EXC,OGE,2022,7
K T M ,500EXC,OGE,2023,2
K T M ,500EXC,WHI,2022,1
K T M ,690 EN,OGE,2022,1
K T M ,690 EN,OGE,2023,1
K T M ,690END,OGE,2022,1
K T M ,690END,OGE,2023,1
K T M ,790 AD,OGE,2023,1
K T M ,890 AD,OGE,2022,1
K T M ,890 AD,OGE,2023,7
K T M ,890ADV,BLK,2023,1
K T M ,890ADV,WHI,2023,4
K T M ,DK200 ,OGE,2022,1
K T M ,DK200 ,WHI,2022,1
K T M ,DK390 ,BLK,2023,1
K T M ,DK390 ,GRY,2023,1
K T M ,DK390 ,OGE,2023,1
K T M ,DK390 ,WHI,2022,2
K T M ,RC390 ,OGE,2023,2
KALMAR,DCG160,RED,2023,1
KATO  ,KRM20H,YLW,2023,1
KAWASA,EN450 ,GRN,2023,1
KAWASA,EN650B,BLK,2022,1
KAWASA,EN650B,BLK,2023,6
KAWASA,EN650B,GRY,2022,1
KAWASA,EN650B,GRY,2023,1
KAWASA,EN650D,GRY,2023,1
KAWASA,ER400D,BLK,2023,1
KAWASA,ER650F,BLK,2023,1
KAWASA,ER650F,GRN,2022,1
KAWASA,ER6NLA,GRY,2022,1
KAWASA,EX300B,WHI,2023,1
KAWASA,EX400G,BLK,2023,1
KAWASA,EX400G,BLU,2022,1
KAWASA,EX400G,GRN,2023,9
KAWASA,EX400G,GRY,2023,9
KAWASA,EX400G,RED,2023,1
KAWASA,EX400G,WHI,2023,3
KAWASA,EX400L,GRN,2023,1
KAWASA,EX650F,BLK,2022,1
KAWASA,EX650F,BLK,2023,1
