CD_MAKE_VEH1,CD_MODEL_VEH,CD_CLR_BDY_VEH_P,NB_YEAR_MFC_VEH,TOTAL1
B M W ,      ,YLW,1973,1
B M W ,      ,BLU,1981,1
B M W ,      ,GRY,2012,4
B M W ,      ,RED,2012,1
B M W ,      ,WHI,2012,2
B M W ,      ,BLK,2013,2
B M W ,      ,WHI,2013,1
B M W ,      ,GLD,2014,1
B M W ,      ,GRY,2014,1
B M W ,      ,WHI,2014,1
B M W ,      ,SIL,2015,2
B M W ,      ,WHI,2015,2
B M W ,      ,GRY,2016,1
B M W ,      ,SIL,2016,1
B M W ,      ,WHI,2018,1
BRISTL,      ,GLD,1951,1
CAN AM,      ,BLK,2022,1
CAN AM,      ,WHI,2023,1
CAN AM,      ,YLW,2023,1
CASE  ,      ,YLW,1978,1
CHAMB ,      ,YLW,1970,1
CHAMB ,      ,YLW,1979,1
CHEV  ,      ,BLK,1939,1
CHEV  ,      ,WHI,1967,1
CHRYS ,      ,GLD,1970,1
CITRN ,      ,WHI,2010,1
DEUTZ ,      ,GRN,1976,1
DEUTZ ,      ,GRN,1981,1
DEUTZ ,      ,GRN,2021,1
DODGE ,      ,SIL,2013,1
FERG  ,      ,GRY,1950,1
FIAT  ,      ,WHI,2010,1
FORD  ,      ,RED,1928,1
FORD  ,      ,BLU,1934,1
FORD  ,      ,GRN,1950,1
FORD  ,      ,BLU,1966,1
FORD  ,      ,WHI,1966,1
FORD  ,      ,WHI,1970,1
FORD  ,      ,BLU,1973,1
FORD  ,      ,BLU,1976,1
FORD  ,      ,OGE,1978,1
FORD  ,      ,YLW,1978,1
FORD  ,      ,BLU,1983,1
FORD  ,      ,BLU,1985,1
FORD  ,      ,BLU,1987,1
FORD  ,      ,WHI,1988,1
FORD  ,      ,WHI,2000,1
FORD  ,      ,WHI,2003,1
FORD  ,      ,BLU,2004,1
FORD  ,      ,WHI,2004,1
FORD  ,      ,BLK,2005,3
FORD  ,      ,GLD,2006,1
FORD  ,      ,GRY,2006,1
FORD  ,      ,MRN,2006,1
FORD  ,      ,RED,2006,2
FORD  ,      ,WHI,2006,1
FORD  ,      ,BLK,2008,1
FORD  ,      ,BLU,2008,1
FORD  ,      ,WHI,2008,1
FORD  ,      ,BLU,2009,3
FORD  ,      ,SIL,2009,1
FORD  ,      ,BLK,2010,5
FORD  ,      ,SIL,2010,2
FORD  ,      ,BLU,2011,2
FORD  ,      ,GRY,2011,1
FORD  ,      ,RED,2011,4
FORD  ,      ,WHI,2011,2
FORD  ,      ,BLU,2012,1
FORD  ,      ,OGE,2012,1
FORD  ,      ,PUR,2012,3
FORD  ,      ,RED,2012,1
FORD  ,      ,SIL,2012,2
FORD  ,      ,BRN,2013,2
FORD  ,      ,GRY,2013,2
FORD  ,      ,WHI,2013,2
FORD  ,      ,BLU,2014,1
FORD  ,      ,SIL,2014,1
FORD  ,      ,SIL,2015,1
FORD  ,      ,WHI,2016,1
FORDSN,      ,BLU,1954,1
FRGHTR,      ,WHI,2009,1
FUSO  ,      ,WHI,2006,1
G WALL,      ,WHI,2009,1
G WALL,      ,WHI,2011,1
G WALL,      ,BLK,2013,1
GROVE ,      ,WHI,2023,1
HIGER ,      ,WHI,2012,1
HIGER ,      ,WHI,2014,1
HINO  ,      ,WHI,1982,1
HINO  ,      ,WHI,2006,1
HINO  ,      ,WHI,2015,1
HITACH,      ,OGE,2018,1
HOLDEN,      ,GRY,1958,1
HOLDEN,      ,GRN,1964,1
HOLDEN,      ,BRN,1969,1
HOLDEN,      ,YLW,1970,1
HOLDEN,      ,FWN,1973,1
HOLDEN,      ,RED,1974,1
HOLDEN,      ,WHI,1975,1
HOLDEN,      ,RED,1976,1
HOLDEN,      ,GRN,1979,1
HOLDEN,      ,WHI,1982,1
HOLDEN,      ,WHI,1983,1
HOLDEN,      ,RED,1990,1
HOLDEN,      ,WHI,1993,1
HOLDEN,      ,BLU,1999,1
HOLDEN,      ,WHI,2000,1
HOLDEN,      ,BLU,2004,1
HOLDEN,      ,SIL,2004,1
HOLDEN,      ,SIL,2006,2
HOLDEN,      ,SIL,2007,2
HOLDEN,      ,RED,2009,1
HOLDEN,      ,BLU,2010,1
HOLDEN,      ,GRN,2010,1
HOLDEN,      ,BLK,2011,1
HOLDEN,      ,WHI,2011,1
HOLDEN,      ,WHI,2012,1
HOLDEN,      ,SIL,2014,2
HONDA ,      ,BLU,2017,1
HONDA ,      ,RED,2021,1
HYNDAI,      ,YLW,2000,1
HYNDAI,      ,SIL,2007,1
HYNDAI,      ,SIL,2009,1
HYNDAI,      ,BLK,2010,1
HYNDAI,      ,BLU,2010,1
HYNDAI,      ,SIL,2010,3
HYNDAI,      ,SIL,2011,2
HYNDAI,      ,WHI,2011,1
HYNDAI,      ,BLU,2013,2
HYNDAI,      ,SIL,2013,2
HYNDAI,      ,WHI,2013,4
HYNDAI,      ,BLU,2014,1
HYNDAI,      ,SIL,2014,1
HYNDAI,      ,WHI,2015,1
HYNDAI,      ,WHI,2019,1
INTERN,      ,BLK,1956,1
INTERN,      ,RED,1972,1
INTERN,      ,RED,1975,1
ISEKI ,      ,BLU,1986,1
ISUZU ,      ,SIL,2023,1
ISUZU ,      ,WHI,2023,1
IVECO ,      ,WHI,2008,1
IVECO ,      ,WHI,2010,1
IVECO ,      ,WHI,2023,1
J C B ,      ,YLW,2023,1
J DEER,      ,YLW,1977,1
J DEER,      ,GRN,1988,2
J DEER,      ,GRN,1997,1
J DEER,      ,GRN,2000,1
J DEER,      ,GRN,2014,1
J DEER,      ,GRN,2022,2
J DEER,      ,GRN,2023,2
J L G ,      ,WHI,2021,1
JAGUAR,      ,WHI,1963,1
JAGUAR,      ,YLW,1976,1
JEEP  ,      ,GRY,2007,1
JEEP  ,      ,BLK,2010,1
JEEP  ,      ,RED,2010,1
JEEP  ,      ,BLK,2013,1
JEEP  ,      ,RED,2014,2
JEEP  ,      ,WHI,2014,2
KASBHR,      ,RED,2012,1
KASBHR,      ,RED,2014,2
KASBHR,      ,RED,2018,1
KAWASA,      ,GRN,2010,1
KIA   ,      ,BLK,2007,2
KIA   ,      ,RED,2007,1
KIA   ,      ,BLK,2010,1
KIA   ,      ,SIL,2010,1
KIOTI ,      ,OGE,2018,1
KIOTI ,      ,OGE,2023,2
KOMATS,      ,YLW,2022,1
KUBOTA,      ,OGE,1988,1
KUBOTA,      ,OGE,2023,2
KYMCO ,      ,RED,2016,1
L ROV ,      ,GRN,1951,1
L ROV ,      ,YLW,1974,1
L ROV ,      ,RED,1983,1
L ROV ,      ,BLU,1992,1
LEXUS ,      ,WHI,2011,1
LEXUS ,      ,BLU,2014,1
LEXUS ,      ,WHI,2014,3
LEXUS ,      ,BLK,2015,1
M G   ,      ,RED,1961,1
M G   ,      ,BLU,1966,1
MAL M ,      ,YLW,1964,1
MANITO,      ,RED,2022,1
MASS F,      ,RED,1980,3
MASS F,      ,RED,1983,1
MASS F,      ,RED,1985,1
MAZDA ,      ,WHI,1973,1
MAZDA ,      ,WHI,1986,1
MAZDA ,      ,WHI,1987,1
MAZDA ,      ,BLK,2008,1
MAZDA ,      ,BLU,2013,1
MAZDA ,      ,BLU,2014,3
MAZDA ,      ,GRY,2014,2
MAZDA ,      ,WHI,2014,1
MAZDA ,      ,BLU,2015,1
MAZDA ,      ,WHI,2016,1
MAZDA ,      ,GRY,2019,1
MERC B,      ,RED,1960,1
MERC B,      ,BLU,1976,1
MERC B,      ,BLU,1979,1
MERC B,      ,WHI,1980,1
MERC B,      ,RED,1981,1
MERC B,      ,WHI,1982,1
MERC B,      ,GLD,1985,1
MERC B,      ,RED,1987,1
MERC B,      ,BLK,1989,1
MERC B,      ,SIL,2001,1
MERC B,      ,WHI,2001,1
MERC B,      ,SIL,2002,2
MERC B,      ,GLD,2006,1
MERC B,      ,WHI,2006,1
MERC B,      ,WHI,2007,1
MERC B,      ,WHI,2008,1
MERC B,      ,WHI,2009,1
MERC B,      ,SIL,2010,1
MERC B,      ,BLK,2012,1
MERC B,      ,WHI,2012,2
MERC B,      ,BLU,2020,1
MINI  ,      ,GRN,2012,1
MITSUB,      ,FWN,1982,1
MITSUB,      ,YLW,1987,1
MITSUB,      ,WHI,1988,1
MITSUB,      ,WHI,2006,2
MITSUB,      ,BLK,2008,1
MITSUB,      ,WHI,2010,1
MITSUB,      ,WHI,2011,1
MITSUB,      ,BLK,2012,1
MITSUB,      ,WHI,2012,1
MITSUB,      ,BLK,2014,1
MITSUB,      ,SIL,2014,1
MITSUB,      ,WHI,2014,7
MITSUB,      ,WHI,2015,1
MITSUB,      ,WHI,2016,1
MITSUB,      ,GRN,2023,1
MORRIS,      ,OGE,1972,1
NISSAN,      ,YLW,1985,1
NISSAN,      ,BLU,1988,1
NISSAN,      ,WHI,1988,1
NISSAN,      ,OGE,1995,1
NISSAN,      ,RED,1998,1
NISSAN,      ,RED,2002,1
NISSAN,      ,GLD,2005,1
NISSAN,      ,BLK,2007,1
NISSAN,      ,SIL,2007,1
NISSAN,      ,SIL,2009,1
NISSAN,      ,SIL,2011,1
NISSAN,      ,WHI,2020,1
POLARI,      ,GLD,2023,2
PONT  ,      ,WHI,1968,1
PORSCH,      ,WHI,1985,1
R ROV ,      ,GLD,1973,1
R ROV ,      ,WHI,1984,1
REN   ,      ,WHI,2023,1
ROLLS ,      ,GRY,1955,1
ROLLS ,      ,BLK,2022,1
STAT M,      ,RED,1975,1
SUBARU,      ,SIL,2000,2
SUBARU,      ,OGE,2006,1
SUBARU,      ,GLD,2007,1
SUBARU,      ,SIL,2009,1
SUBARU,      ,GRY,2011,2
SUBARU,      ,WHI,2011,1
SUBARU,      ,BLK,2012,1
SUBARU,      ,SIL,2012,3
SUBARU,      ,WHI,2012,2
SUBARU,      ,WHI,2013,1
SUZUKI,      ,SIL,2007,1
SUZUKI,      ,BLK,2010,1
SUZUKI,      ,RED,2010,1
TADANO,      ,BLU,1997,1
TOYOTA,      ,WHI,1973,1
TOYOTA,      ,WHI,1975,1
TOYOTA,      ,FWN,1978,1
TOYOTA,      ,BRN,1980,1
TOYOTA,      ,WHI,1983,1
TOYOTA,      ,BLU,1984,1
TOYOTA,      ,FWN,1984,1
TOYOTA,      ,BLU,1985,1
TOYOTA,      ,FWN,1985,1
TOYOTA,      ,RED,1986,1
TOYOTA,      ,SIL,1986,1
TOYOTA,      ,WHI,1986,1
TOYOTA,      ,FWN,1987,1
TOYOTA,      ,BLU,1988,1
TOYOTA,      ,FWN,1988,1
TOYOTA,      ,WHI,1988,3
TOYOTA,      ,RED,1990,2
TOYOTA,      ,GRY,1991,1
TOYOTA,      ,WHI,1991,1
TOYOTA,      ,GRY,1993,1
TOYOTA,      ,WHI,1995,1
TOYOTA,      ,BLU,2002,1
TOYOTA,      ,SIL,2002,1
TOYOTA,      ,BLU,2006,2
TOYOTA,      ,GLD,2006,2
TOYOTA,      ,RED,2006,2
TOYOTA,      ,BLK,2007,1
TOYOTA,      ,RED,2007,1
TOYOTA,      ,SIL,2007,1
TOYOTA,      ,BLK,2009,1
TOYOTA,      ,BLU,2009,1
TOYOTA,      ,WHI,2009,2
TOYOTA,      ,YLW,2009,1
TOYOTA,      ,BLK,2010,3
TOYOTA,      ,GRY,2010,2
TOYOTA,      ,RED,2010,2
TOYOTA,      ,SIL,2010,1
TOYOTA,      ,BLK,2011,3
TOYOTA,      ,BLU,2011,1
TOYOTA,      ,GRY,2011,1
TOYOTA,      ,RED,2011,1
TOYOTA,      ,SIL,2011,1
TOYOTA,      ,BLK,2012,1
TOYOTA,      ,BLU,2012,1
TOYOTA,      ,RED,2012,2
TOYOTA,      ,SIL,2012,1
TOYOTA,      ,WHI,2012,4
TOYOTA,      ,BLK,2013,3
TOYOTA,      ,BLU,2013,1
TOYOTA,      ,BRN,2013,2
TOYOTA,      ,GRN,2013,1
TOYOTA,      ,GRY,2013,1
TOYOTA,      ,RED,2013,1
TOYOTA,      ,SIL,2013,1
TOYOTA,      ,WHI,2013,2
TOYOTA,      ,BLU,2014,1
TOYOTA,      ,BRN,2014,1
TOYOTA,      ,GRY,2014,3
TOYOTA,      ,PNK,2014,2
TOYOTA,      ,RED,2014,2
TOYOTA,      ,SIL,2014,4
TOYOTA,      ,WHI,2014,4
TOYOTA,      ,BLK,2015,2
TOYOTA,      ,BRN,2015,1
TOYOTA,      ,GRY,2015,6
TOYOTA,      ,RED,2015,3
TOYOTA,      ,SIL,2015,2
TOYOTA,      ,WHI,2015,3
TOYOTA,      ,OGE,2022,1
TOYOTA,      ,BLU,2023,1
TRIUM ,      ,MRN,1975,1
VOLKS ,      ,WHI,1974,1
VOLKS ,      ,GRY,2010,2
VOLKS ,      ,BLK,2011,1
VOLKS ,      ,BLK,2012,2
VOLKS ,      ,GRY,2019,1
VOLVO ,      ,SIL,1989,1
VOLVO ,      ,BLU,2005,2
YAMAHA,      ,BLK,1985,1
YAMAHA,      ,BLU,2018,1
B M W ,    X3,SIL,2016,1
MERC B, LA250,GRY,2016,1
HOLDEN, OMMOD,GRY,2004,1
VOLKS , POLO ,WHI,2005,1
B M W , X5   ,BLK,2014,1
HONDA ,'R-V  ,RED,2015,1
HYNDAI,\USCON,RED,2019,1
HOLDEN,1,RED,1975,1
HOLDEN,286,WHI,1999,1
FORD  ,417,WHI,1995,1
TOYOTA,737,WHI,1997,1
MITSUB,892,WHI,1994,1
BENT  ,00CAR ,RED,1990,1
YAMAHA,00CYCL,BLK,1980,1
ISUZU ,00RIGI,WHI,1993,1
HONDA ,01 2L ,WHI,2001,1
TOYOTA,1666,WHI,1998,1
HONDA ,02 1.6,GLD,2002,1
HONDA ,02 2.0,WHI,2002,1
HONDA ,03 2.4,BLK,2003,1
MERC B,0500RF,WHI,2023,1
HONDA ,06 2.4,BLU,2006,1
SUBARU,07 2.5,GRY,2006,1
TOYOTA,737,SIL,1998,1
B M W ,1 SERI,BLU,2012,1
B M W ,1 SERI,WHI,2015,1
B M W ,1 SERI,BLK,2018,1
B M W ,1 SERI,GRY,2019,1
B M W ,1 SERI,BLK,2021,1
B M W ,1 SERI,GRY,2022,1
B M W ,1 SERI,BLK,2023,1
M G   ,1.8,BLU,2001,1
MERC B,1.8L C,BLK,2006,1
SMART ,100,BLK,2008,1
FIAT  ,100-90,BRN,1988,1
CAGIVA,1000V ,BLK,2004,1
UNITED,1004,RED,2022,1
TESLA ,100XP ,BLK,2017,1
HINO  ,1024,WHI,2009,1
J DEER,1025R ,GRN,2022,1
FENDT ,1038,GRN,2017,1
KTM   ,1050AD,OGE,2015,1
LIEBHR,1060,BLU,2003,2
MV AGU,1078,RED,2008,1
MV AUG,1078RR,WHI,2010,1
KTM   ,1090,OGE,2018,1
KTM   ,1090R ,WHI,2018,1
DUCATI,1098CC,GRY,2007,1
DUCATI,1098S ,BLK,2008,1
DUCATI,1098S ,RED,2008,1
L ROV ,110,GRN,1988,1
L ROV ,110,GRN,2023,1
M GUZZ,1100,SIL,2004,1
MORRIS,1100,BLU,1967,1
LIEBHR,1100/2,BLK,2005,1
CFMOTO,1100D ,RED,2023,1
L BOSS,1100D ,OGE,1900,2
L BOSS,1100D ,OGE,2023,4
HINO  ,1124,WHI,2018,1
BUELL ,1125R ,BLK,2008,1
BUELL ,1125R ,RED,2008,1
HYNDAI,1130,OGE,2018,1
SCANIA,113M  ,WHI,1996,1
B M W ,116,WHI,2012,1
B M W ,116,BLK,2013,1
B M W ,116I  ,WHI,2011,1
B M W ,116I  ,BLK,2012,1
B M W ,116I  ,WHI,2012,2
B M W ,116I  ,GRY,2013,2
B M W ,116I  ,WHI,2013,3
B M W ,116I  ,BLK,2014,2
B M W ,116I  ,RED,2014,3
B M W ,116I  ,BLU,2015,1
MERC B,117,GRY,2013,1
MERC B,117,SIL,2013,2
MERC B,117,WHI,2013,1
MERC B,117,WHI,2014,1
MERC B,117,BLK,2016,1
MERC B,117,SIL,2016,1
MERC B,117,WHI,2016,2
MERC B,11713,GRY,2014,1
B M W ,118,SIL,2005,1
B M W ,118,SIL,2009,1
B M W ,118,GRY,2012,2
B M W ,118,WHI,2012,2
B M W ,118,BLU,2013,2
B M W ,118,WHI,2014,1
B M W ,118,BLK,2019,1
B M W ,118,BLK,2020,1
B M W ,118,WHI,2023,1
B M W ,118D  ,BLU,2010,2
B M W ,118D  ,WHI,2010,7
B M W ,118D  ,BLK,2011,3
B M W ,118D  ,GRY,2011,3
B M W ,118D  ,BLK,2012,3
B M W ,118D  ,BLU,2012,2
B M W ,118D  ,WHI,2012,1
B M W ,118D  ,BLK,2013,3
B M W ,118D  ,WHI,2014,1
B M W ,118D  ,BLK,2015,1
B M W ,118D  ,GRY,2015,1
B M W ,118D  ,SIL,2015,1
B M W ,118I  ,GLD,2005,1
B M W ,118I  ,SIL,2005,1
B M W ,118I  ,BLU,2006,1
B M W ,118I  ,WHI,2006,1
B M W ,118I  ,SIL,2007,1
B M W ,118I  ,GRY,2008,3
B M W ,118I  ,SIL,2008,2
B M W ,118I  ,WHI,2008,1
B M W ,118I  ,GRY,2009,1
B M W ,118I  ,SIL,2009,1
B M W ,118I  ,WHI,2009,1
B M W ,118I  ,BLK,2010,1
B M W ,118I  ,WHI,2010,1
B M W ,118I  ,BLK,2011,1
B M W ,118I  ,GRY,2011,1
B M W ,118I  ,WHI,2011,1
B M W ,118I  ,BLK,2012,1
B M W ,118I  ,BLU,2012,3
B M W ,118I  ,GRY,2012,1
B M W ,118I  ,WHI,2012,3
B M W ,118I  ,GRY,2013,3
B M W ,118I  ,SIL,2013,2
B M W ,118I  ,BLK,2014,1
B M W ,118I  ,BLU,2014,1
B M W ,118I  ,BLK,2015,2
B M W ,118I  ,GRY,2015,1
B M W ,118I  ,BLK,2016,4
B M W ,118I  ,WHI,2016,2
B M W ,118I  ,BLU,2018,2
B M W ,118I  ,WHI,2018,2
B M W ,118I  ,BLK,2019,4
B M W ,118I  ,RED,2019,1
B M W ,118I  ,WHI,2019,3
B M W ,118I  ,BLK,2020,1
B M W ,118I  ,BLU,2020,3
B M W ,118I  ,GRY,2020,1
B M W ,118I  ,BLK,2021,4
B M W ,118I  ,GRY,2021,4
B M W ,118I  ,RED,2021,1
B M W ,118I  ,WHI,2021,5
B M W ,118I  ,BLK,2022,1
B M W ,118I  ,RED,2022,1
B M W ,118I  ,WHI,2022,2
B M W ,118I  ,BLK,2023,14
B M W ,118I  ,BLU,2023,9
B M W ,118I  ,GRY,2023,11
B M W ,118I  ,RED,2023,1
B M W ,118I  ,WHI,2023,15
K T M ,1190,OGE,2008,1
EBR   ,1190RS,BLK,2013,1
DUCATI,1198,RED,2009,1
B M W ,120,GRY,2006,1
B M W ,120,GRY,2007,1
B M W ,120,BLK,2009,1
B M W ,120,SIL,2009,1
B M W ,120,BLK,2015,1
HYNDAI,120,SIL,2013,3
HYNDAI,120,BLU,2023,3
CATPLR,120 AW,YLW,2022,1
DATSUN,1200,WHI,1979,1
VOLKS ,1200,BLU,1962,1
ISUZU ,120260,WHI,2018,1
B M W ,120D  ,GRY,2006,1
B M W ,120D  ,BLU,2007,1
B M W ,120D  ,BLK,2008,1
B M W ,120D  ,GRY,2008,2
B M W ,120D  ,BLK,2009,1
B M W ,120I  ,BLU,2004,3
B M W ,120I  ,GRY,2004,2
B M W ,120I  ,SIL,2004,3
B M W ,120I  ,BLK,2005,2
B M W ,120I  ,BLU,2005,1
B M W ,120I  ,BRN,2005,2
B M W ,120I  ,BLK,2006,3
B M W ,120I  ,GRY,2006,1
B M W ,120I  ,SIL,2006,1
B M W ,120I  ,BLK,2007,1
B M W ,120I  ,BLU,2007,1
B M W ,120I  ,GRY,2007,2
B M W ,120I  ,BLK,2008,1
B M W ,120I  ,BLU,2008,1
B M W ,120I  ,GRY,2008,3
B M W ,120I  ,SIL,2008,3
B M W ,120I  ,WHI,2008,1
B M W ,120I  ,BLK,2009,3
B M W ,120I  ,GRY,2009,1
B M W ,120I  ,BLK,2010,1
B M W ,120I  ,GRY,2010,2
B M W ,120I  ,WHI,2010,1
B M W ,120I  ,BLK,2011,4
B M W ,120I  ,SIL,2011,2
B M W ,120I  ,BLK,2013,1
B M W ,120I  ,WHI,2013,2
B M W ,120I  ,WHI,2014,1
B M W ,120I C,GRY,2010,1
MAZDA ,121,GRN,1992,2
MAZDA ,121,MRN,1994,1
MAZDA ,121,WHI,1994,3
MAZDA ,121,WHI,1996,2
MAZDA ,121,BLU,1997,1
MAZDA ,121,WHI,1997,1
MAZDA ,121,GRN,1998,1
MAZDA ,121,WHI,1998,2
MAZDA ,121,SIL,1999,1
MAZDA ,121,BLU,2000,1
MAZDA ,121,GRN,2000,2
MAZDA ,121,RED,2000,1
MAZDA ,121,MRN,2001,1
MAZDA ,121,SIL,2001,3
MAZDA ,121,WHI,2001,1
MAZDA ,12193A,GRN,1995,1
MAZDA ,121G00,RED,2000,2
M G   ,122,WHI,1976,1
B M W ,123D  ,WHI,2009,1
B M W ,123D  ,GRY,2010,1
B M W ,123D C,SIL,2011,1
ABARTH,124 SP,BLU,2017,5
B M W ,125,SIL,2008,1
B M W ,125,OGE,2017,1
CASE  ,125,RED,2016,1
FONZI ,125,RED,2015,1
SYM   ,125,WHI,2018,1
SHERCO,125 2S,BLU,1900,1
PISTA ,125 4T,WHI,2021,1
B M W ,1250GS,BLK,2021,1
B M W ,125I  ,BLK,2009,2
B M W ,125I  ,SIL,2009,1
B M W ,125I  ,BLK,2010,2
B M W ,125I  ,SIL,2010,1
B M W ,125I  ,BLK,2011,1
B M W ,125I  ,GRY,2011,4
B M W ,125I  ,BLK,2012,1
B M W ,125I  ,GRY,2012,1
B M W ,125I  ,BLK,2013,1
B M W ,125I  ,SIL,2013,1
B M W ,125I  ,WHI,2013,1
B M W ,125I  ,GRY,2014,1
B M W ,125I  ,OGE,2015,1
B M W ,125I  ,BLK,2016,1
B M W ,125I  ,GRY,2016,1
B M W ,125I  ,RED,2016,2
B M W ,125I  ,BLK,2017,1
B M W ,125I  ,BLU,2017,2
B M W ,125I  ,BLK,2018,2
B M W ,125I  ,BLU,2018,3
B M W ,125I  ,GRY,2018,1
B M W ,125I  ,BLK,2019,1
B M W ,125I  ,WHI,2019,2
B M W ,125I C,SIL,2009,1
B M W ,125I C,BLK,2011,1
B M W ,125I C,BLU,2011,1
B M W ,128TI ,GRY,2021,1
B M W ,128TI ,GRY,2022,1
B M W ,128TI ,BLK,2023,2
B M W ,128TI ,BLU,2023,1
B M W ,128TI ,GRY,2023,6
B M W ,128TI ,RED,2023,1
B M W ,128TI ,WHI,2023,3
K T M ,1290 S,WHI,2017,1
K T M ,1290 S,OGE,2022,1
K T M ,1290AD,OGE,2019,1
K T M ,1290AD,OGE,2023,1
K T M ,1290SD,OGE,2022,1
K T M ,1290SD,BLK,2023,1
K T M ,1290SP,OGE,2017,1
DUCATI,1299S ,RED,2015,1
KTM   ,129S  ,BLK,2022,1
CATPLR,12M   ,YLW,1900,3
CATPLR,12M   ,YLW,2013,1
HYNDAI,130,WHI,2019,1
HYNDAI,130,GRY,2023,1
HYNDAI,130,WHI,2023,1
AGCO  ,1300C ,YLW,2022,1
TOYOTA,1303 1,WHI,2006,1
HIDROM,130CS ,WHI,2022,1
B M W ,130I  ,SIL,2006,1
B M W ,130I  ,SIL,2008,1
B M W ,130I  ,WHI,2008,1
B M W ,130ISP,GRY,2006,1
B M W ,135,BLK,2009,1
B M W ,135,BLK,2010,1
B M W ,135,BLK,2012,3
MASS F,135,RED,1972,1
B M W ,1351I ,BLU,2008,3
B M W ,135I  ,BLK,2008,3
B M W ,135I  ,BLU,2008,1
B M W ,135I  ,WHI,2009,1
B M W ,135I  ,RED,2010,1
B M W ,135I  ,BLK,2011,3
B M W ,135I  ,GRY,2011,1
B M W ,135I C,SIL,2008,1
B M W ,135I C,BLK,2010,1
FARESI,14.42C,OGE,2023,1
CATPLR,140,YLW,2022,2
CATPLR,140,YLW,2023,1
HYNDAI,140,GRY,2015,1
HYNDAI,140,WHI,2015,1
CATPLR,140 14,YLW,2022,2
ISUZU ,1400,WHI,2006,1
CATPLR,140M  ,YLW,2011,1
CATPLR,140M  ,YLW,2021,1
MITSUB,1424,WHI,2014,1
MITSUB,1424,WHI,2016,1
HINO  ,1426,WHI,2020,1
HINO  ,1426AT,WHI,2018,1
VOLVO ,144,YLW,1973,1
ALFA R,147,SIL,2001,1
ALFA R,147,BLU,2004,1
ALFA R,147,SIL,2008,1
ALFA R,14705A,BLK,2005,1
MITSUB,15 MY ,WHI,2015,1
CATPLR,150,YLW,2023,1
CATPLR,150 14,YLW,2022,2
K T M ,150 EX,OGE,2021,1
K T M ,150 EX,OGE,2022,1
DODGE ,1500,GRY,2018,1
DODGE ,1500,BLK,2020,1
DODGE ,1500,GRY,2020,1
DODGE ,1500,WHI,2022,1
RAM   ,1500,BLU,2018,1
RAM   ,1500,BLK,2019,4
RAM   ,1500,GRY,2019,1
RAM   ,1500,SIL,2019,1
RAM   ,1500,WHI,2019,3
RAM   ,1500,GRY,2020,2
RAM   ,1500,WHI,2020,2
RAM   ,1500,BLK,2021,3
RAM   ,1500,SIL,2021,1
RAM   ,1500,WHI,2021,2
RAM   ,1500,BLK,2022,2
RAM   ,1500,BLU,2022,2
RAM   ,1500,GRY,2022,3
RAM   ,1500,WHI,2022,3
RAM   ,1500,BLK,2023,9
RAM   ,1500,BLU,2023,3
RAM   ,1500,GRY,2023,12
RAM   ,1500,RED,2023,4
RAM   ,1500,SIL,2023,7
RAM   ,1500,WHI,2023,10
RAM   ,1500 D,WHI,2022,1
RAM   ,1500 D,BLK,2023,1
RAM   ,1500 D,GRY,2023,1
RAM   ,1500 D,RED,2023,2
RAM   ,1500 D,SIL,2023,1
RAM   ,1500 E,WHI,2019,1
RAM   ,1500 E,BLK,2020,2
RAM   ,1500 E,GRY,2020,2
RAM   ,1500 E,RED,2020,1
RAM   ,1500 E,WHI,2020,1
RAM   ,1500 E,GRY,2021,1
RAM   ,1500 E,BLK,2022,2
RAM   ,1500 E,GRY,2022,1
RAM   ,1500 E,BLK,2023,11
RAM   ,1500 E,GRY,2023,6
RAM   ,1500 E,RED,2023,3
RAM   ,1500 E,WHI,2023,11
RAM   ,1500 L,BLK,2020,2
RAM   ,1500 L,BLU,2020,1
RAM   ,1500 L,WHI,2020,1
RAM   ,1500 L,BLK,2021,1
RAM   ,1500 L,GRY,2021,1
RAM   ,1500 L,WHI,2021,1
RAM   ,1500 L,BLK,2022,8
RAM   ,1500 L,BLU,2022,2
RAM   ,1500 L,GRY,2022,5
RAM   ,1500 L,SIL,2022,1
RAM   ,1500 L,WHI,2022,3
RAM   ,1500 L,BLK,2023,21
RAM   ,1500 L,BLU,2023,2
RAM   ,1500 L,GRY,2023,27
RAM   ,1500 L,SIL,2023,6
RAM   ,1500 L,WHI,2023,7
RAM   ,1500 R,GRY,2023,4
CHEV  ,1500 S,WHI,2022,1
RAM   ,1500 T,BLK,2022,1
RAM   ,1500 T,GRY,2022,1
RAM   ,1500 T,BLK,2023,2
RAM   ,1500 T,GRY,2023,3
RAM   ,1500 T,RED,2023,2
RAM   ,1500 T,WHI,2023,1
RAM   ,1500 W,BLU,2022,1
RAM   ,1500 W,BLK,2023,5
RAM   ,1500 W,BLU,2023,8
RAM   ,1500 W,GRY,2023,6
RAM   ,1500 W,RED,2023,3
RAM   ,1500 W,WHI,2023,1
WOLSE ,150058,WHI,1959,1
RAM   ,1500DS,GRY,2020,1
RAM   ,1500EX,GRY,2022,2
RAM   ,1500LA,RED,2019,2
RAM   ,1500RB,BLK,2023,1
CATPLR,150AWD,YLW,2022,1
KTM   ,150EXC,OGE,2019,1
CFMOTO,150NK ,GRY,2017,1
CFMOTO,150NK ,WHI,2019,2
CFMOTO,150NK ,BLK,2021,2
CFMOTO,150NK ,YLW,2021,1
